feature;shap_value
KRAS_SNP;0.6926337132757223
TP53_SNP;0.4169793112941189
AGE_CONTACT;0.3013678583931998
PRIMARY_RACE;0.27911071352847855
PIK3CA_SNP;0.25178987955497145
BRAF_SNP;0.15307075967431413
BAP1_SNP;0.07346105402948308
IDH1_SNP;0.07336079502046952
NF2_SNP;0.06395715378546538
NRAS_SNP;0.0567412305345992
TP53_DEL;0.05358546069257901
APC_DEL;0.05342799187260698
APC_SNP;0.05056827286155578
EGFR_SNP;0.04987368571179889
RET_SNP;0.04603556859587623
ERBB2_SNP;0.0455105716243307
ARID1A_DEL;0.04293776658806911
PTEN_DEL;0.03900061631707861
ATRX_SNP;0.03827558949289812
ARID1A_SNP;0.0379291949889454
CTNNB1_SNP;0.037335634475616254
ERBB3_SNP;0.0359213046492789
EGFR_DEL;0.035415454322069405
ERBB4_SNP;0.03320300531959114
PREX2_SNP;0.032802754873923146
BAP1_DEL;0.03221255665099686
SPEN_SNP;0.028411879201941315
IDH2_SNP;0.02739819782731197
ATM_SNP;0.026681838646009617
KMT2D_SNP;0.026121695234725243
TERT_SNP;0.0258523953171985
KIT_SNP;0.025769061790654784
PTPN11_SNP;0.02359609427507787
CDK12_SNP;0.023587945481246337
KEAP1_SNP;0.02355086979523132
EPHA7_SNP;0.023054964073905466
SETD2_SNP;0.022281704846361886
SMAD4_SNP;0.022166504045629226
AKT1_SNP;0.02152692775515385
RBM10_SNP;0.020896852233929147
TP53_INS;0.02076333909098887
GNA11_SNP;0.02028540539781443
VHL_SNP;0.019417076695300267
FGFR3_SNP;0.01870676916493098
ESR1_SNP;0.01847550648187253
BCOR_SNP;0.018351484583727127
NF1_SNP;0.017934019487089056
NF2_DEL;0.017842699254939465
RB1_SNP;0.017223306554876396
SPTA1_SNP;0.017039537581781776
FLT3_SNP;0.01682276215536282
MED12_SNP;0.016598345539995587
PIK3R1_DEL;0.016535185809965755
KMT2C_SNP;0.01606419012299678
PTEN_SNP;0.015958617844917897
STAG2_SNP;0.015376269561906153
GNAQ_SNP;0.015276236481287824
CIC_SNP;0.015048126901139061
TRAF7_SNP;0.014765517505978128
PTPRD_SNP;0.014761075515227672
EZH2_SNP;0.014433995447552916
NF1_DEL;0.014250447660275606
RAD21_SNP;0.013703657454894085
LATS2_SNP;0.013656922140770605
APC_INS;0.013483448254420737
CDH1_SNP;0.01286112079824212
ROS1_SNP;0.012824920184556172
CDKN2A_SNP;0.012779781022094776
SETD2_DEL;0.012661295055249945
IGF1R_SNP;0.012644699188057839
FOXA1_SNP;0.012501603256804638
KMT2D_DEL;0.01220881045137453
HRAS_SNP;0.01191998801308116
AXIN1_SNP;0.011856784234777274
BRCA1_SNP;0.011653389542512873
RECQL4_SNP;0.011580891057920128
VHL_DEL;0.011509198989987214
CHEK2_SNP;0.011485770906001481
RAD50_SNP;0.010906647789583838
TSC1_SNP;0.010597395149248437
RUNX1_SNP;0.01056076133490667
GATA3_INS;0.010487129085707453
PLCG2_SNP;0.010370664432435738
POLE_SNP;0.010340011773916746
SOS1_SNP;0.010307915147823244
PDGFRA_SNP;0.010304840592857823
DNMT3A_SNP;0.010060793353471029
BCL6_SNP;0.010055806858786468
ERCC2_SNP;0.009756532607847144
NTRK3_SNP;0.009660517660305389
PRKDC_SNP;0.00960943086773328
FLT1_SNP;0.009514736662622586
MGA_SNP;0.009176619234188882
CSF1R_SNP;0.009163267034335319
STAT3_SNP;0.008893016911597851
DAXX_SNP;0.00882473836008136
TBX3_SNP;0.00880487438763225
FLT4_SNP;0.008654252820467978
ARID1B_SNP;0.008057368171737729
CYLD_SNP;0.00802617708090354
ZFHX3_SNP;0.007979575417323009
GNAS_SNP;0.007966754518554277
KDM6A_SNP;0.0077127329600811985
FANCA_SNP;0.007647214342243276
ALK_SNP;0.007433528416771055
ARID1A_INS;0.007406774531012329
TET2_DEL;0.007302525806250619
ARID2_SNP;0.007295205648859895
EPHA5_SNP;0.0072424913512617725
RPTOR_SNP;0.0071295479692298075
FAT1_SNP;0.0070561751761266
KRAS_DNP;0.0069628303284370785
MEN1_SNP;0.006898206901660288
FBXW7_SNP;0.006881533879015785
ERCC4_SNP;0.0067436106284719105
RASA1_SNP;0.006700655645838578
EP300_SNP;0.006652169335108068
SMARCA4_SNP;0.00646079639903715
CBL_SNP;0.006407463372179299
HGF_SNP;0.006406088812140331
ETV6_SNP;0.006160275188886964
MECOM_SNP;0.006159917353708116
RAF1_SNP;0.006130043352452578
EPHB1_SNP;0.006065753418028178
PTEN_INS;0.006034377701486218
PTPRS_SNP;0.005968088469585179
EIF1AX_DEL;0.005889305622439532
FBXW7_DEL;0.005857738870820428
PTPRT_SNP;0.005853582948483816
KIT_DEL;0.005846983157117681
NBN_SNP;0.005810819947211275
CDH1_DEL;0.005511457624671407
SETD2_INS;0.005489117924950406
TSC2_DEL;0.005402191103999804
PRDM14_SNP;0.005391777794375402
MSH6_SNP;0.00524874472538387
KIF1B_SNP;0.00509303575455082
FGFR2_SNP;0.005060156807570964
BRCA2_DEL;0.005018376970778455
NOTCH1_DEL;0.004930469683868463
NOTCH1_SNP;0.0048501759584830524
IRS2_SNP;0.004815387358947759
STK11_SNP;0.004789761271289496
PAK7_SNP;0.004773043035808426
ATRX_DEL;0.004755626691387705
AMER1_SNP;0.0047111448335376595
EIF1AX_SNP;0.004624291017763117
B2M_SNP;0.004567676077307047
SUFU_SNP;0.004555639916149433
CHD2_SNP;0.0044444011062308685
FAT1_DEL;0.004433702069276656
FANCF_SNP;0.004399911672561328
BRCA2_SNP;0.0043794162199782246
AR_SNP;0.00433203234105655
CDH4_SNP;0.004252935528022016
PARP1_SNP;0.004190951262608451
DDR2_SNP;0.004159058807402649
JAK2_SNP;0.004153491039370203
MSH2_SNP;0.004083434044792683
BRIP1_SNP;0.004027779872305928
PBRM1_SNP;0.0039856269339535195
NF2_INS;0.003952246195404069
PIK3CB_SNP;0.0038797725100348695
SRSF2_SNP;0.003877092324891391
MET_SNP;0.0038310324302024113
MCL1_SNP;0.0038054799355789464
POLD1_SNP;0.0037678691165151713
GRIN2A_SNP;0.0037305425584470433
HNF1A_SNP;0.0037240810813705173
RHBDF2_SNP;0.0037049051199055816
GATA3_SNP;0.0036907597780798584
IKZF1_SNP;0.003642702999807864
MAP2K4_SNP;0.003623996760596968
TNFAIP3_SNP;0.0035952857095984656
STK11_DEL;0.0035357621290875666
MAP3K1_SNP;0.0035113705542918327
PIK3R1_SNP;0.003510793116173865
PIK3C2G_SNP;0.003448694101558624
BAP1_INS;0.0034452348948274965
NOTCH3_SNP;0.0034212281259871895
KDM6B_SNP;0.003415637952352787
KAT6B_SNP;0.003385197074911608
FOXA1_DEL;0.0033791873095350695
POLQ_SNP;0.003342804327677883
EGFR_INS;0.0033275792559223556
KAT6A_SNP;0.003313660135293971
KDM6A_DEL;0.0033127758471667716
FUS_SNP;0.003297755278037277
SMARCB1_SNP;0.0032653660605927227
HIST1H1C_SNP;0.003212518618724617
NOTCH2_SNP;0.0031912672350616466
CREBBP_SNP;0.0031885151942883548
BTK_SNP;0.0031695785482214523
FGFR1_SNP;0.0031688667209409977
CARD11_SNP;0.0031038972492413155
NFE2L2_SNP;0.0030755031677437983
KDM5C_SNP;0.002996162640981486
MLH1_SNP;0.0029906318584397196
DOT1L_SNP;0.0029640681268329524
AURKB_SNP;0.002945062020605581
TSC2_SNP;0.00292920358632677
MT-ND5_SNP;0.0028985820140491536
ERCC3_SNP;0.0028866667770171732
MDM4_SNP;0.0028722197454756735
BUB1B_SNP;0.0028434977034087518
CDKN2A_DEL;0.0027280766403674273
HSP90AA1_SNP;0.0027122823057292114
XPO1_SNP;0.002711690298451954
PRKCI_SNP;0.0026811500124112922
SDHA_SNP;0.0026740909776195266
SPOP_SNP;0.002662273389202925
AURKA_SNP;0.0026242178315855746
ANKRD11_SNP;0.0026236255310202934
EPHA3_SNP;0.002619254086517548
H3F3C_SNP;0.002602476437510073
AXIN2_SNP;0.0025967320390967268
CSF3R_SNP;0.002577981408375264
TP63_SNP;0.0025695552141322096
KMT2B_SNP;0.0025662090144656204
SF3B1_SNP;0.0025436478935120916
TET2_SNP;0.0025082327472425287
NTRK1_SNP;0.002448376592546748
SOX9_SNP;0.0024358792886472534
LATS1_DEL;0.002424624562554511
VHL_INS;0.0024162969452365146
SETBP1_SNP;0.0023881603742275308
AGO2_SNP;0.0023732248202001727
SETBP1_DEL;0.002369514341678503
PIK3C3_SNP;0.0023603352374743157
KMT2C_DEL;0.002353764331328708
KMT2D_INS;0.0023455558677118603
TGFBR1_DEL;0.0023418284375917226
MITF_SNP;0.0023104226596225
ARID1B_DEL;0.0022970929693966464
HIST1H3G_SNP;0.0022743122072898473
KMT2A_SNP;0.0022352690559592175
JAK3_DEL;0.0022347650953862914
ATM_DEL;0.0022169932848148323
LATS2_DEL;0.0021911349031592613
DIS3_SNP;0.0021843889735751122
INSRR_SNP;0.002183860466399697
ERCC5_SNP;0.002175479282046768
FANCC_SNP;0.0021651254223114032
