Topic;Count;Name
-1;22;-1_hgf_entry_human_lats
0;13;0_bcl_entry_cell_bclx
1;12;1_kinase_tyrosine_jak_ptk
2;11;2_cdna_amino_expression_gene
3;8;3_histone_methylation_gene_activation
4;8;4_zinc_fingers_mouse_ikzf
5;7;5_remodeling_chromatin_interferon_swi
6;4;6_fat_rat_spectrin_cadherin
7;4;7_igf_receptor_smad_lysosomal
8;4;8_glutamate_receptors_csf_entry
9;4;9_nbs_sister_rad_cohesion
10;3;10_slit_protein_drosophila_cbp
