Topic;Count;Name
-1;18;-1_entry_mll_runx_gene
0;38;0_protein_entry_gene_human
1;18;1_entry_protein_kinase_pathway
2;11;2_complex_entry_activation_transcriptional
3;7;3_histone_methylation_methyltransferase_dna
4;6;4_cell_ajs_ntrk_epithelial
