Topic;Count;Name
-1;14;-1_rad_entry_gata_proteins
0;10;0_receptor_domain_notch_proteins
1;6;1_activity_oxidative_ubiquitin_degradation
2;6;2_domain_adult_protein_kilon
3;5;3_gene_cot_sequence_cell
4;4;4_pathway_entry_component_maintenance
