feature;shap_value
TP53_SNP;0.9222844813273394
KRAS_SNP;0.4335008856214369
AGE_CONTACT;0.19915553339945147
TP53_DEL;0.14084849811898892
PIK3CA_SNP;0.12139815284577224
BRAF_SNP;0.10048125370137993
PRIMARY_RACE;0.08115533257071256
NRAS_SNP;0.08019449063223075
NF2_SNP;0.05382102486887056
PTEN_SNP;0.04319552578408086
CTNNB1_SNP;0.040440369733043866
EGFR_SNP;0.03566407760467764
IDH1_SNP;0.03537298675380362
TP53_INS;0.03344909959541506
TRAF7_SNP;0.03040847369329481
APC_DEL;0.03025437451027985
KIT_SNP;0.026658340095819973
NF2_DEL;0.026067354978412557
SMO_SNP;0.02288724171406783
SF3B1_SNP;0.02257059228200601
SMARCA4_SNP;0.02251004761780079
BAP1_SNP;0.020634343991254717
SETD2_SNP;0.020527225872562112
ARID1A_DEL;0.01875832058973701
SMAD4_SNP;0.01830260775779935
ARID1A_SNP;0.018003764903235624
JAK2_SNP;0.017139407773280282
ERBB4_SNP;0.01669904743112017
APC_SNP;0.014057835065079917
GNAS-AS1_SNP;0.013782364972787248
MTOR_SNP;0.01307467140540616
GRIN2A_SNP;0.013017203412474029
VHL_SNP;0.013005101827055094
FBXW7_SNP;0.012227962272515385
NF1_DEL;0.01208736305524802
RUNX1_SNP;0.011976005667473701
NF1_SNP;0.011955884667861948
EGFR_DEL;0.011836282481648086
KMT2A_SNP;0.01172494496717906
DICER1_SNP;0.011178664182086373
PIK3R1_DEL;0.011144965045523593
FLT4_SNP;0.010920548582994424
ATM_SNP;0.010796397082329677
KMT2B_SNP;0.00984776061901127
PRKDC_SNP;0.009844455597197134
MYC_SNP;0.00917263355936711
ARID2_SNP;0.009111611914192866
STK11_SNP;0.00897406619248705
SMARCB1_SNP;0.008923587257459878
CHEK2_SNP;0.008764976573647986
PTPRT_SNP;0.008660802001244548
GATA3_INS;0.00852091379772492
AKT1_SNP;0.008501044302787069
SPOP_SNP;0.00825867698327333
AMER1_SNP;0.007908629225140852
TERT_SNP;0.007771324476806751
SRSF2_SNP;0.0075036469565157955
MT-ND5_SNP;0.007277975356694438
ESR1_SNP;0.007241103941988126
CSF3R_SNP;0.00700496578321699
ATR_SNP;0.0069632674082950865
MIR4457_SNP;0.006855380107139572
BAP1_DEL;0.006776400361652077
MAP2K1_SNP;0.006741471583824515
MYD88_SNP;0.006735296455449526
GPR124_SNP;0.006386045701659239
KLF4_SNP;0.006231151680998687
IGF2R_SNP;0.006117806910417837
BCORL1_SNP;0.0060711819755293
KDR_SNP;0.006062329779088185
ANKRD11_SNP;0.005952541491911988
TSC2_SNP;0.005852136320528247
WRN_SNP;0.00576376084253723
RB1_DEL;0.005495717927142762
GATA3_SNP;0.005436904167135835
FLT3_SNP;0.005423280723987414
RAD21_SNP;0.005376613128219118
ERCC4_SNP;0.0053442795512481465
SUFU_SNP;0.005225447104653469
NF2_INS;0.0051774161248362045
EZH2_SNP;0.0050901930565373805
PIK3R1_SNP;0.0050507700345420025
TET2_DEL;0.0048867732845004645
CDKN2A_SNP;0.004749938250317463
TSC1_DEL;0.004689090771872003
FOXA1_SNP;0.004649424176062348
TET2_SNP;0.0045964975007863895
LRP1B_SNP;0.0045089671868878845
FLCN_SNP;0.004436853544205091
AXIN2_SNP;0.004315144378157584
GNAS_SNP;0.004132158298752873
CYLD_SNP;0.004100501267214804
RET_SNP;0.00407002372615331
ZMYM3_SNP;0.003822335805134052
EIF1AX_DEL;0.003792310005852748
PDCD1_SNP;0.0037852138354770057
BCOR_SNP;0.0036713578892624233
IGF1R_SNP;0.0036281426901011373
SUZ12_SNP;0.0035283696648770345
CHD2_SNP;0.003399283297580752
FGFR1_SNP;0.0033457014535970713
KDM5A_SNP;0.0033203309956541323
GRM3_SNP;0.003292981129916852
PRPF8_SNP;0.003196287982666885
KMT2D_DEL;0.0031906255595753955
BRCA2_DEL;0.0031468945687621714
DNMT1_SNP;0.003130973018699327
GLI2_SNP;0.0030805830974940784
STAG2_SNP;0.003051443449967221
KRAS_DNP;0.002993817870037068
KMT2D_SNP;0.0029887015469146462
NOTCH4_SNP;0.0029399330163426174
ATRX_SNP;0.0029258372745979487
MLH1_SNP;0.002896631158994736
DDX3X_SNP;0.002857187463216789
DOT1L_SNP;0.0027375196113770296
MYBL1_SNP;0.0026377493478921834
ERBB2_SNP;0.0026118349916310684
ASXL1_INS;0.002599214973683124
POLE_SNP;0.0025923168799218883
BLM_SNP;0.002569013224307876
THADA_SNP;0.002559318726101104
KCNQ1_SNP;0.0025414587066293947
SETD2_DEL;0.0025071988804198095
MCL1_SNP;0.0025056709646608297
NSD1_SNP;0.0024967200839875817
CUX1_SNP;0.0024660493533158506
ERBB3_SNP;0.0024550713507560194
JAK3_SNP;0.0024180835039865965
