Topic;Count;Name
-1;4;-1_telomerase_sequences_asx_telomere
0;64;0_gene_protein_entry_human
1;40;1_entry_dna_protein_repair
2;13;2_chromatin_remodeling_rna_gene
3;8;3_histone_methylation_methyltransferase_lysine
