feature;shap_value
PIK3CA_SNP;0.36156467237696294
AGE_CONTACT;0.35319431787086947
TP53_SNP;0.329616817215698
PTEN_SNP;0.191277786781268
PRIMARY_RACE;0.14053815997621308
TERT_SNP;0.1311562532159591
APC_SNP;0.13106099992681292
SMAD4_SNP;0.10511543220468564
FBXW7_SNP;0.10172748507855192
KRAS_SNP;0.09744889591787095
BRAF_SNP;0.07043256225071101
CTNNB1_SNP;0.06883278772394026
PPP2R1A_SNP;0.06499018169165385
EGFR_DEL;0.06473633978536827
APC_DEL;0.0643903884741545
PTEN_DEL;0.05827361250468132
PIK3R1_DEL;0.0568965750802723
TP53_DEL;0.05186686455588693
EGFR_SNP;0.050472382917731894
ARID1A_DEL;0.04435714874552968
CDKN2A_SNP;0.04140355555096963
IDH1_SNP;0.04123500023389629
PIK3R1_SNP;0.040969185345871205
EIF1AX_DEL;0.04074663361048911
ARID1A_SNP;0.034006072959779865
FGFR2_SNP;0.033336568638740766
SPOP_SNP;0.033118747865233694
SF3B1_SNP;0.03270108365745171
BCOR_SNP;0.03144554593157266
PTEN_INS;0.030513487993414086
AKT1_SNP;0.02890058450547979
ERBB4_SNP;0.02624776480798619
NTRK3_SNP;0.024367523895341886
PDGFRA_SNP;0.022946540982796696
APC_INS;0.0218954537495303
ARID1A_INS;0.020925592599803002
STK11_SNP;0.020455155708326185
KMT2D_SNP;0.01911349404289905
RB1_SNP;0.018672344735683095
JAK2_SNP;0.01777208065060211
ERBB3_SNP;0.017029879893653
ARID2_SNP;0.01690686043109953
PIK3R1_INS;0.016705910486468894
GATA3_INS;0.016475698756581256
FLT1_SNP;0.0150158097007475
SMARCA4_SNP;0.014995718392424858
FGFR1_SNP;0.014371730272617317
PDGFRB_SNP;0.01423169375183002
MED12_SNP;0.014129063055284781
PIK3CA_DEL;0.013783410477771174
BAP1_SNP;0.013553961858399959
TCF7L2_SNP;0.013513672048668102
IDH2_SNP;0.013438234772640783
CDKN2A_DEL;0.01338394294986513
FAT1_SNP;0.013308347488705114
KEAP1_SNP;0.012895119053641428
ARID2_DEL;0.012809422839953705
MAP2K4_SNP;0.012621139445224297
DNMT3A_SNP;0.012373660072347813
NF1_SNP;0.012134124779995576
ARHGAP35_SNP;0.01207456235063896
AR_SNP;0.011710504483875603
CDK12_SNP;0.011462101421806987
SRSF2_SNP;0.011337327246384808
STK11_DEL;0.011307257991662887
RBM10_DEL;0.011291180081305275
CTCF_SNP;0.011239585802965276
NTRK1_SNP;0.01113208153080053
TGFBR2_SNP;0.011016342031069356
SETD2_SNP;0.010879156104230086
CDH1_DEL;0.009898218532746465
BAP1_DEL;0.00987007548829017
ATR_SNP;0.009842256018945719
MAP2K1_SNP;0.009522859815116266
PTPN11_SNP;0.009396556630167049
TP53_INS;0.009162551413555346
CARD11_SNP;0.009160874147473495
CDH1_SNP;0.009064537375640051
NF1_DEL;0.009044972207359303
GATA3_DEL;0.00903275152923867
GNAS_SNP;0.008948851747377435
KMT2D_DNP;0.00882362492111123
CBLB_SNP;0.008564051255809274
FOXA1_SNP;0.008426782869256766
RRAS2_SNP;0.00840723772798396
NKX2-1_SNP;0.008368641391594921
PBRM1_DEL;0.008364049173249023
KDR_SNP;0.008274481514632661
TCF3_SNP;0.008158843262247148
HGF_SNP;0.007982037367950057
CHD4_SNP;0.00781277881210272
CDH1_INS;0.007805468812639068
FOXA1_DEL;0.007796295288752609
TET2_DEL;0.007641310707124845
CCND1_SNP;0.007475078551018868
RB1_DEL;0.007368215144560177
KDM6A_SNP;0.007344314805288414
POLQ_SNP;0.007285686923678572
IKZF1_SNP;0.007263128038336092
LRP1B_SNP;0.007256635625934025
RIF1_SNP;0.0072300751526639135
GATA3_SNP;0.007139298810348292
INPPL1_DEL;0.006972674632369567
MYC_SNP;0.006941328429981266
ZFHX3_DEL;0.0068736662417664155
INPP4A_SNP;0.00685220133002793
TGFBR2_DEL;0.006834431840057535
U2AF1_SNP;0.006797963616706466
SMAD4_DEL;0.006703371756894159
CDH4_SNP;0.0065078023459608945
WT1_SNP;0.006429779930905412
KIT_SNP;0.006388747344027363
RUNX1_DEL;0.006254843173329791
KRAS_DNP;0.006124589867639829
ETV1_SNP;0.006067381913942749
HRAS_SNP;0.006031893873644377
USP28_SNP;0.00591449182035751
RET_SNP;0.0058373094790159594
MAP2K2_SNP;0.0058244488475467865
SMARCB1_SNP;0.005822933472594307
SOX9_DEL;0.005753087583916326
FGFR3_SNP;0.005644150604359961
SMAD4_INS;0.005447460879510378
PREX2_SNP;0.005342090115826043
ROS1_SNP;0.005266351185041539
RHOA_SNP;0.005223359490271119
JAK1_DEL;0.005153995031702143
FANCA_SNP;0.005072958087075712
ATRX_SNP;0.004993156279691152
MDM2_SNP;0.004976235342005155
PIK3R2_SNP;0.004931220596569257
PTPRD_SNP;0.004885807990310965
FOXL2_SNP;0.004869809066463019
RBM10_SNP;0.004767017470311096
CSF1R_SNP;0.004762080020292967
CRLF2_SNP;0.0047422386914373164
ERBB2_SNP;0.004603896476420272
VHL_DEL;0.004582600448447774
BCL2_SNP;0.004579085411593004
KMT2B_DEL;0.004412434706994231
TERT_ONP;0.004382767253326225
TMPRSS2_SNP;0.004367692361627537
PDCD1_SNP;0.004256922629523884
ERBB2_INS;0.004148594699271739
PARK2_SNP;0.004038582140588002
MGA_SNP;0.0040082692120342895
NRAS_SNP;0.004002957745409802
CDKN2A_INS;0.0039979928978219155
NOTCH1_SNP;0.003988333319213454
ATM_SNP;0.003904785551399081
SOX9_INS;0.0038906841011753005
