;feature;shap_value
77;CDKN2C;0.0033268882125263607
224;PREX2;0.0032920028033973283
1002;SUZ12;0.003288785772792339
1593;DIS3;0.00327324836776421
409;BCR;0.0031315535582726985
1120;BCL11B;0.0031130766229409143
233;POLE;0.003086446894221112
446;PTCH1;0.003006948734789239
18;RAD21;0.0029781181328633463
609;ARAF;0.002945323640438842
1543;GNAS-AS1;0.002909246901824264
670;ERCC3;0.0028977309275456755
357;PRKAR1A;0.0028732172101080962
907;CHEK1;0.0028609889171345277
1148;WHSC1;0.002846699521992074
486;PTK2B;0.0027787353687457558
302;CHEK2;0.0027535273416167973
475;PMS1;0.0026448467303497787
965;IL7R;0.0026131020599834158
777;PIK3C2G;0.0025760858231380235
439;BCORL1;0.0025055626438902404
1315;AKT1;0.002387190025993024
951;AMER1;0.0023792122750111292
556;DOCK8;0.0023448111370949626
502;KDM6B;0.0022890858119417297
1321;FANCG;0.0022058953976084807
1523;FUS;0.002157852068280116
1483;PRDM1;0.002100539457672371
627;CCND2;0.002092892124783482
880;BARD1;0.0020855970778339014
377;TCF7L1;0.0020789929936163498
361;DMD;0.0020553858487240935
333;RPTOR;0.0020206683917835294
304;YAP1;0.001985204105068206
714;GLI3;0.0019603630490070264
295;ERCC2;0.001936589503057375
383;TCF7L2;0.0019273226298058466
1216;IDH2;0.001911538675410872
457;ERBB2;0.0018767183283209781
553;PIK3C2B;0.0018697932699446962
401;HNF1A;0.0018689164886477316
1525;EPHA5;0.0018329188193815602
300;CBLB;0.0017766248769171405
523;FOXA1;0.0017753035508675827
1568;RET;0.0017599399143285795
1332;PALB2;0.0017590185394522845
241;MYCN;0.0017576118224674252
113;NIPBL;0.0017549736615286443
645;BUB1B;0.0017508972402590797
509;INPP4B;0.0017144453066695491
1484;PGR;0.0016998295889656958
182;POT1;0.001696046332915465
957;LRP1B;0.00168764359219004
166;SH2B3;0.0016776030166401588
608;CSF3R;0.0016059771596222273
208;FOXP1;0.0015950717197656223
698;TOPBP1;0.0015932007178304558
1404;NSD1;0.0015909856112190615
330;COL1A1;0.001549567866122011
1324;MLH1;0.0015381728140762736
1172;PMS2;0.0015170750944219743
691;VEGFA;0.001516684705232974
1361;MRE11A;0.0015068081090402281
249;ZNF217;0.0015010969688195803
1001;MPL;0.001477256067817602
1190;CRLF2;0.0014693450816117245
1497;SESN1;0.0014500383343674773
338;TRAF7;0.0014488995373851989
84;CIC;0.0014442373859087552
31;SOCS1;0.0014344139011687386
1006;TET1;0.0014335085911010102
1028;AKT3;0.0014331443849629909
602;DNMT3A;0.0013854977349878042
1155;RAC1;0.0013788266182361705
79;XPC;0.001377958594056687
1287;HIST1H1E;0.0013736852903710117
1312;FKBP9;0.0013479017910656343
926;SHQ1;0.0013415284765590809
1286;TSHR;0.001324450258225999
959;FBXW7;0.001295206495542561
660;SPEN;0.0012742584177553695
1583;HRAS;0.001263550765171331
673;EGFL7;0.0012393041252762099
108;PTPRS;0.001235172980638612
256;NOTCH1;0.0012312432283380454
72;PHOX2B;0.0012089833805758567
748;GATA3;0.0012030021659600874
1141;ROBO1;0.0012021317583085622
229;CSF1R;0.0011972633855556686
621;PPP2R1A;0.0011945801471110824
405;EPAS1;0.0011667551358042275
1285;IGF1R;0.0011453240537239097
1273;MAX;0.0011434035087554953
468;FAM46C;0.0011246996176893325
1050;BLM;0.0011239007388547423
346;LZTR1;0.001122548746207654
422;GATA1;0.001102392195332062
1136;RHBDF2;0.0010828187554098325
1339;TBX3;0.0010814579944953306
292;VHL;0.0010709890005062995
1594;SMAD3;0.0010709798513339865
161;LATS1;0.0010612204476928375
858;LYN;0.0010587402890789878
980;ZFHX3;0.0010566401857318528
1221;SF3B1;0.0010560211711513401
879;NKX2-1;0.001050259013508455
861;PAXIP1;0.0010473043001692872
572;MAP2K2;0.001035612677438283
1365;CTLA4;0.0010224403516829134
344;SOX2;0.0010173481336664715
394;TG;0.00101449712002024
1406;CUX1;0.0010007306974546787
853;WT1;0.000996277620995529
1615;SLC25A13;0.0009899521778961619
938;PIK3CD;0.0009888854876991674
1224;FGFR2;0.0009860916242779353
1161;TP63;0.0009711023657504641
624;RNF43;0.0009684076178205686
47;AXIN1;0.0009669970203132302
296;SDHA;0.0009625439499559558
1313;MSH3;0.0009522763386150859
141;MYCL;0.0009509516874850883
90;KDM5A;0.0009477350634837087
1194;CDKN1A;0.0009302344938912028
546;BRE;0.0009247811480042866
524;TMPRSS2;0.0009241719824275027
1342;MYD88;0.0009233241736106941
290;C17orf70;0.0009177304531068175
511;AURKB;0.0009075553175585183
8;SLITRK6;0.0008982900801210259
929;POLD1;0.0008824086064844756
184;JAK3;0.000875089688508657
1132;MLH3;0.0008562980858211675
481;RAB35;0.0008559155740501909
445;GATA4;0.0008500187772015308
1243;POLB;0.0008187509699636435
375;GATA2;0.000813632291253882
699;PIK3CB;0.0008083806706416522
1382;BRD4;0.0008079021407723262
132;AXIN2;0.0007922474648383881
1433;EPCAM;0.0007851833656123556
822;ETV6;0.0007792869161779007
1308;TSC1;0.0007582860333733175
1322;ACVR1;0.0007480578134844919
1269;PLCG2;0.0007471806717649443
1528;SNCAIP;0.0007394453724263187
571;FLCN;0.0007388604905942508
1511;CREBBP;0.0007383045151927191
1574;MAP2K1;0.0007319762233123088
431;RAD54L;0.0007215935754304213
367;BCL2L11;0.0007120412606828325
1625;ABL1;0.0007117183083213315
360;TP53BP1;0.0007073566202778676
1620;MDM4;0.0007011353908712845
1093;NBN;0.0006985721633247318
1147;SOX17;0.0006909170324109708
1206;NOTCH4;0.0006768048733278105
935;PTPRK;0.0006735237414465576
943;EGLN1;0.0006727119605026747
473;MST1R;0.0006668161839177327
5;NCOA3;0.0006481263247692878
1455;FANCI;0.0006477004325800746
471;KMT2B;0.0006473845936888477
127;MAML2;0.0006426647901751492
885;POLQ;0.0006414913551338137
676;C1orf147;0.0006307813907392955
663;SDHB;0.0006264517853020657
476;USP9X;0.0006250907133410515
932;FH;0.0006178633019954643
140;DNAH11;0.0006137504015249758
82;ERCC6;0.0006077232029933241
1247;PNRC1;0.0005958669102843002
589;CDH4;0.0005954596244164319
794;EXT2;0.000591477900299351
738;CDKN2B-AS1;0.0005914194863685447
1605;HOXB13;0.0005831321881535098
835;PML;0.0005794722580015767
1526;RBL2;0.000577979026878254
664;SIN3A;0.0005751172198986151
797;XRCC4;0.0005733926833354373
1204;MCM8;0.0005718046996280279
1467;ESR2;0.0005675133114635138
1502;MECOM;0.0005664890498539478
704;MYO3A;0.0005641967224887595
1350;AGO2;0.0005598886438581936
20;TFE3;0.0005572331148066636
463;HIST1H3J;0.0005556259075633768
1113;TLR4;0.0005464025731059526
1454;SOS1;0.0005446498078672703
494;IL10;0.0005406316851755252
925;EZH2;0.0005385654436571626
455;MYH11;0.0005376096822632118
769;ETV1;0.0005301204808912679
1;TGFBR2;0.000528715446956733
998;SDHD;0.0005274042278272039
10;ATXN7;0.0005260259139195204
116;CTCF;0.0005236444470068359
560;MT-ND5;0.0005207861650037005
76;MCL1;0.0005196860379684648
651;KLF4;0.0005123688089323555
1064;PAK3;0.0005057244111712271
137;ABCB11;0.0005017608379911081
743;ERBB3;0.0004894799264040627
950;KAT6A;0.0004887888647085735
337;VTCN1;0.0004882392749246468
1611;PIK3R2;0.0004851852127568919
122;FANCC;0.0004832053458789762
1227;ERRFI1;0.0004815768184737342
465;PRKCA;0.00048100660120961564
1023;ANKRD11;0.00048033571084183535
1516;NPM1;0.000480065275558885
615;DROSHA;0.0004795119014898223
415;PDPK1;0.00047745187134132504
990;PTK2;0.00047353422799642616
677;PAK7;0.00047081126321700864
1217;KIF1B;0.00046972695039474577
485;FANCB;0.0004686082493127716
266;ICOSLG;0.0004674903512646469
865;PBRM1;0.00046679530234700647
135;USP8;0.00046656390394061287
917;RICTOR;0.0004553872098180433
550;EXO1;0.00045478692358495834
1283;KAT6B;0.00045326186256070374
1513;DEPDC5;0.00044484102701314174
969;CDKN2A;0.0004438577007947178
487;PIK3C3;0.0004432997866448868
22;SRSF2;0.0004416086405925887
963;PAK1;0.0004375521250579606
1129;ZRSR2;0.00043540300348887613
1137;SMC1A;0.0004343332932061801
1184;FANCL;0.00043403926435694833
267;CRTC1;0.0004315123932858882
404;IRS1;0.0004311885340462276
462;PTPRB;0.00042757750232747286
313;MTA1;0.00042620119012443455
1402;PTPN1;0.00042580932949022805
1081;CDK12;0.00042476170673533145
1042;ETV4;0.0004201906723466713
772;CASP8;0.0004181221407958563
421;NT5C2;0.00041155082661334803
1182;EPHB1;0.0004111931543336857
95;PVRL4;0.000408924046615581
55;SPTA1;0.0004073776123684057
828;FGFR3;0.00040513711895017173
752;SMARCB1;0.0004041889365641527
139;TCF3;0.0004024742883543588
960;SLX4;0.0004001900176484494
48;ETNK1;0.0003951277393370302
768;BIRC6;0.00039275942954528043
795;AHNAK2;0.00038950767305276097
975;ITK;0.000389229773567709
1124;RHPN2;0.0003880557554328346
1476;JARID2;0.00038662615200805495
126;H19;0.000385064232605474
1047;SOX9;0.00038326091779259015
1088;MAP3K9;0.00038013574848973664
450;TNFAIP3;0.0003743707786881863
1478;SLC34A2;0.0003687178129659144
690;HELQ;0.0003685564241583809
467;SYK;0.0003613071430725
44;RAD50;0.00035703399776030985
268;PAX3;0.00035428624178794816
1307;NRG1;0.0003530581947307386
982;RYBP;0.0003514826637064094
781;PRKCI;0.00034960828662582556
1015;CCND1;0.0003484476641721109
7;IGF2R;0.0003477182724551192
992;WDR20;0.0003440566995744755
846;ETV5;0.0003433949421345928
308;TOP1;0.00034121123847660886
106;ENG;0.0003409328060479549
1314;CUL3;0.0003370459043113246
1139;ACVR1B;0.0003307822758527261
1572;PDK1;0.00032961411307816255
622;DDR2;0.0003290785333914311
623;HIST1H1C;0.00032890689080409017
911;BCL10;0.0003286906702021263
643;SMO;0.0003267716022037513
1348;MUS81;0.00032594931672081973
151;MAP3K13;0.0003222506327641052
1213;WRN;0.0003219469463106597
1438;CDH11;0.0003218163154484821
754;PHLPP2;0.0003165716397716656
1280;QKI;0.00031575972659880926
849;DICER1;0.00031460854861354394
119;GSK3B;0.0003145249790815858
596;B2M;0.0003140308395448087
391;ZNRF3;0.0003129481883860693
1531;HSPA2;0.0003106393354517578
470;CYLD;0.00031038877140980787
1021;NUTM1;0.0003094391090387634
1096;EIF4A2;0.00030936742687659045
239;SETDB1;0.00030846910824851125
226;NUP214;0.00030468432639617387
443;INHBA;0.0003022929730434183
869;EIF4E;0.00029888606205251585
890;LMO1;0.00029795895394221984
250;TOP2A;0.00029480127143350217
692;PRKCZ;0.0002941681227963289
1032;NUMA1;0.00029277687630601215
222;FAM58A;0.0002910159833091807
1244;MIR4457;0.00028896851793890814
788;FYN;0.00028875066648598256
1153;MSI1;0.000288092629876629
538;PRKCH;0.0002785468538872383
1395;CXCR4;0.0002777790832246543
1013;STAT6;0.00027743855287504487
69;SQSTM1;0.000274648703487812
1432;IKZF3;0.000273656695806959
411;DNAH2;0.0002735155335839675
1154;RHOT1;0.00027026626711923414
1295;MGEA5;0.0002687486329733506
368;IRS2;0.0002680156540281777
541;COL12A1;0.00026764502529090755
1163;XRCC5;0.00026571573645367265
688;SMARCE1;0.0002654842814282744
839;CRTC2;0.00026548019575696664
479;MTAP;0.0002654047189007224
46;HSD3B1;0.0002628152056572005
1586;FLI1;0.0002616209654122594
514;UPF1;0.0002612507240146025
1604;ERCC5;0.0002581978262427856
1429;JAK2;0.00025334591832830916
1375;CHD2;0.0002532781530840226
799;MBD4;0.0002524586120348567
197;CDC73;0.0002516429401066772
1114;PTPRO;0.00025107844365015097
945;BCL2L1;0.0002506265208533938
1234;INSR;0.00025043601232107817
9;ATP8B1;0.0002493181371394484
206;SPRY2;0.0002479571634188007
513;IRF4;0.00024610245195100136
1380;HMGA2;0.0002459066573508083
1226;CHD1;0.000245082388412245
735;ESR1;0.00024429259233790313
332;BCL2L12;0.00024386565505135337
1018;FOXO1;0.00024150896354098892
1075;SOX10;0.00024078580157879795
1276;BCL6;0.00024064143938946504
203;ELF3;0.00024046099143427185
726;EME1;0.00024025866622200392
289;UIMC1;0.00023944147290230693
284;PRPF8;0.00023927937093580004
746;MYBL1;0.00023754667761320767
129;EXT1;0.0002344409801842954
188;NUP93;0.0002308902570134222
898;NFKBIA;0.0002306048003281032
59;C1orf86;0.0002293269421119696
734;CDK9;0.00022837866053967211
1385;ASXL2;0.0002247584709876614
642;RUNX1;0.00022367839465936088
1450;SH2D1A;0.00022202202678111752
665;PKHD1;0.00022001807114896003
756;MALT1;0.00021956517924407592
1277;SS18;0.0002181088931163676
817;CDK8;0.0002150827634016127
103;NFE2L2;0.00021490310293644706
1039;BRD3;0.00021301752640818118
1461;AURKA;0.0002120971741378585
931;GNA11;0.0002117964306319339
38;HIST1H3B;0.0002088870984289443
697;KIF5B;0.00020748402437176038
1107;NEIL3;0.00020661831819672553
489;DNAJB1;0.0002054097593818415
319;PER1;0.00020540007328264686
1019;C11orf95;0.00020379810799429614
23;RAD54B;0.00020132453840885598
1058;GNAS;0.00020090726443265005
1563;CIITA;0.0001964720631073282
1444;ARHGEF12;0.0001948133481029836
297;TNFRSF14;0.0001945536140903252
43;ALOX12B;0.00019327184245781256
1589;KIT;0.00019311032317122969
1240;SERPINB3;0.00019269238434471952
668;CDH5;0.0001923362431996215
658;RAD51B;0.00018926358156011228
749;ARHGAP35;0.00018923286162829083
1150;PNKP;0.00018818445736681316
1427;RHEB;0.00018789947365172396
1110;FN1;0.00018676286653972687
254;HNRNPK;0.00018664062483573246
1208;BCL11A;0.00018608418851372353
598;KDM6A;0.0001860805887362561
109;TSHZ2;0.00018525113885788528
732;STAT5B;0.00018483799600248844
1239;ELANE;0.00018425981624994254
30;E2F3;0.00018374013882183876
1515;SMC3;0.000183026328296854
823;PRKACA;0.00018285817500839966
569;FAS;0.00018138978191737902
1569;RXRA;0.00018062027906190693
395;CSMD3;0.00017873265928919555
1185;PHF6;0.0001779173705887053
889;GPC3;0.00017744596311050062
1446;GREM1;0.0001751418326218892
1238;BAP1;0.00017490157578552436
765;CSDE1;0.00017277140742534645
1179;UTRN;0.00017216124654250396
240;REL;0.00017169119028993942
482;DNMT1;0.0001692721430367366
270;MYH9;0.00016849355459050284
430;HIST3H3;0.00016525199537354985
309;BTK;0.00016436817111896437
618;GAB2;0.00016374663527328305
432;TAL1;0.00016299586135508676
243;MAGI2;0.00016116323398258637
124;SLIT2;0.00016112523877346137
1199;POU3F2;0.0001602518351134677
385;MAP3K7;0.00015957943722476
1529;DDX3X;0.00015874607761518912
672;PCLO;0.00015614549274593068
972;MDM2;0.00015597701804472895
953;SPOP;0.00015520368576068332
1598;PTP4A1;0.00015497577232179347
1532;XPA;0.00015447066774705785
744;HIST1H3C;0.00015378706697917599
202;PAX5;0.00015294093596810316
162;XIAP;0.00015240138367972843
245;CLPTM1L;0.0001517981344698218
895;MUC16;0.00015057775208133646
1585;IGF2;0.00014988551798727573
725;FGF19;0.0001486764022558403
989;PDCD1;0.00014837201613109952
282;HIST1H3I;0.0001479800635694154
75;DDR1;0.0001477521906827121
402;XPO1;0.0001474985833254228
1134;FOXP4;0.00014172739536852467
1329;ERG;0.0001409894943949559
1388;ZBTB7A;0.00013999188266922106
654;BCL2A1;0.0001398789382377384
1369;STAT5A;0.00013964136700057031
1471;NAV3;0.00013744072410410696
782;NEGR1;0.0001369315405703092
759;ID3;0.0001367924176498768
778;FGF14;0.0001355852097023505
96;WISP3;0.00013522781843786907
2;CDK1;0.00013505119022251492
315;MYB;0.00013502326697832295
923;SRC;0.0001320850782549795
745;RIF1;0.00013113699008427464
87;GBA;0.00013008847347579692
877;STK40;0.00012982428654445476
372;STAT3;0.000127255285055753
407;SLFN11;0.00012678172664252915
1354;ICK;0.00012597889520143442
388;FAT3;0.0001252035101228884
575;PARP3;0.00012192943775536015
588;SERPINB4;0.00012185706184859495
976;GNB2L1;0.00012099485985033434
594;PTCH2;0.00012083758820722684
1472;TRAF3;0.00011982752905151602
88;RAC2;0.00011908253704062343
1037;RPS6KB2;0.00011878580803142395
3;FANCM;0.00011862898827402496
578;SMARCD1;0.00011748034793710631
1278;HDAC4;0.00011722590138077807
1209;T;0.00011557662104179909
631;NPRL2;0.00011556970436102047
1294;FGF10;0.00011544009714450563
497;DAXX;0.00011519806756053508
1384;FGF23;0.00011433141262393219
190;TGFBR1;0.00011376359946678574
1156;LATS2;0.00011354695850067896
739;MYOD1;0.00011331655929662777
1480;FAH;0.00011317840530541308
499;PAX7;0.00011237238896561497
563;NCOR2;0.00010996833259402055
1212;MAP3K4;0.00010970807353184095
192;MKI67;0.00010852032981551183
1452;SDHC;0.0001066240753665323
62;INPP4A;0.00010606252600378574
1024;MAPK1;0.00010604907451696762
406;NR4A3;0.00010603559002050274
815;IPMK;0.00010586186167706798
939;RANBP2;0.00010492023135961782
867;TGM7;0.00010459361051139191
212;STK19;0.00010407581537151873
366;FANCD2;0.000103961651713684
1038;MTRR;0.00010379606827743439
501;GNA13;0.00010328486939672781
1508;POLH;0.00010321189390805954
1459;TRIM37;0.0001018777332155972
1022;RP11-149I2.5;0.00010140781294056195
412;SOS2;0.00010099787130448426
780;PLCB4;0.00010053251178533334
525;RARA;0.00010018527198445333
495;NCKAP5;9.915709508917914e-05
531;MN1;9.853749604084544e-05
447;PHLPP1;9.799509898556142e-05
427;RSPO2;9.668518341969775e-05
894;IRF8;9.644476740744757e-05
97;RUNX1T1;9.519113593051584e-05
1487;RPA1;9.312760836604141e-05
413;CYSLTR2;9.286248187894581e-05
145;XRCC6;9.27441542472629e-05
1621;ARID5B;9.22897859053096e-05
1009;HOOK3;9.19907279741288e-05
1413;FIP1L1;9.189362504051501e-05
1333;IKBKE;9.180423572595495e-05
1359;RPL10;9.082652786224911e-05
630;GNA14;9.000527813027665e-05
1117;MAP3K14;8.99014798543074e-05
331;TDG;8.935674521287023e-05
766;MAFB;8.857899812396779e-05
805;MEN1;8.818269926572808e-05
1062;CALR;8.689214454235461e-05
1490;CDKN2B;8.627384381448238e-05
329;MAF;8.613282594794473e-05
707;INHA;8.560363361738476e-05
1034;CRKL;8.556284484871396e-05
605;KLF2;8.529106236253813e-05
253;HIST1H2BD;8.37348027708459e-05
326;LIG4;8.334228208606074e-05
516;SAMD9L;8.223071501842562e-05
157;GRM8;8.170061563204786e-05
617;CHD4;8.133160342062214e-05
1445;PPP4R2;8.069454583621977e-05
350;HIST1H3H;8.009111749877274e-05
1275;POLR2A;7.949544348289801e-05
1345;DCC;7.913611091155045e-05
1319;PRDM14;7.89271749350336e-05
60;GFI1;7.858745700960858e-05
904;RECQL;7.831284005442535e-05
1303;GRM3;7.800634671519529e-05
1186;MBD1;7.800291573605784e-05
515;RHOA;7.599380577514279e-05
236;GSTM5;7.560896735805184e-05
834;COL6A3;7.489641606517878e-05
773;USP28;7.366329677616597e-05
940;RP11-435O5.4;7.320323353966437e-05
1553;MYC;7.226573131522568e-05
791;PIK3R3;7.211930973361006e-05
12;AKT2;7.209494520035918e-05
661;RAD51C;7.202263692188673e-05
1223;DDB1;7.200266247707922e-05
13;APEH;7.160615507034584e-05
1253;PDGFB;7.119924758693238e-05
999;SHOC2;7.094589536811229e-05
1025;BMPR1A;7.062841058668858e-05
1087;CASC5;7.009902858584519e-05
870;HLA-B;6.94384928742801e-05
644;ABL2;6.895045062069382e-05
1146;HEY1;6.809388086697357e-05
1469;CREB3L2;6.669471039559663e-05
610;L2HGDH;6.604219762689021e-05
53;SESN2;6.461565312262135e-05
1364;DUSP2;6.289740936734901e-05
640;SMYD3;6.279943041057897e-05
1334;FGF2;6.23669354798637e-05
1374;PARP1;6.206447286293303e-05
148;SUFU;6.196502023017201e-05
1265;APOB;6.135132576757378e-05
488;MLLT3;6.134892508068432e-05
1316;JUN;6.112320604190194e-05
278;WAS;6.076716746662709e-05
737;KEL;6.0389385411481024e-05
131;SMAD2;6.036415775174347e-05
165;CLDN18;6.0350118058046205e-05
1571;HLA-A;5.988556881272557e-05
915;HIST1H3E;5.97368205839074e-05
1288;PPARG;5.9281636829537126e-05
1417;RALGDS;5.8834935235985335e-05
1542;NUF2;5.8789908183850886e-05
584;BAI3;5.81274031943163e-05
223;PDS5B;5.61932892719497e-05
1336;IRF2;5.604944064281589e-05
1614;CHD5;5.601261934166648e-05
1498;TRIM28;5.567529069495172e-05
1160;PIM1;5.540869531111415e-05
1500;NR0B1;5.457132284395136e-05
570;PRSS1;5.3885551066762273e-05
592;ATF1;5.3791775089948686e-05
680;KLHL6;5.3599705631247064e-05
1424;MLLT1;5.3304292524205464e-05
606;FUBP1;5.3277827392485016e-05
884;ETS1;5.312115705874923e-05
386;ZNF703;5.3034676391113374e-05
400;PSMD13;5.290812700100083e-05
1099;MUTYH;5.188554505135723e-05
671;CTNNA1;5.099563593906575e-05
796;KSR2;5.032175320105741e-05
1236;CTR9;5.025794541082482e-05
323;CD276;5.021440770290042e-05
381;GEN1;5.004813133704227e-05
1441;TET3;4.985717368663419e-05
775;CDK5;4.944673835584851e-05
1229;EWSR1;4.865650842025998e-05
1536;INPPL1;4.818395829912465e-05
1489;MAP2K4;4.776928171785513e-05
176;ITGA9;4.728014088887917e-05
1065;FOXR2;4.708708636625244e-05
1233;NFKBIE;4.704465449491315e-05
1482;SDHAF2;4.6717017104186794e-05
397;CD22;4.655669892813597e-05
27;ABCB4;4.5438905019190734e-05
1492;TRIP11;4.5222281205425605e-05
1567;PDCD1LG2;4.425440506881546e-05
892;FOXL2;4.376282755955599e-05
1289;STT3A;4.361563762118582e-05
1580;SMARCA2;4.334361727702555e-05
1538;IGF2BP3;4.3022135197569315e-05
1349;GATA6;4.267785274686804e-05
1400;BIRC3;4.254796194616561e-05
373;CEBPA;4.221958929735243e-05
709;AFF1;4.061973324836481e-05
58;MT-ND6;3.928254107880874e-05
429;FGF4;3.804750449330577e-05
1330;RFWD2;3.7416103092671954e-05
1606;NTHL1;3.6710153028581234e-05
1086;LMO2;3.625038011918721e-05
26;TAF1;3.603238194861561e-05
655;YWHAE;3.586958984580413e-05
966;G6PD;3.576593678438649e-05
1165;PRF1;3.5458220460452965e-05
505;DNMT3B;3.474814987058469e-05
1235;GPR124;3.44505989125261e-05
845;CDKN1B;3.4294175828728544e-05
708;SPRY4;3.329187955888412e-05
483;IL21R;3.2770311483788686e-05
1220;SERPINA1;3.152144195221077e-05
1494;CARM1;3.133839197408845e-05
341;TERC;3.0772119574864336e-05
558;BCL2;3.0688230782123854e-05
1351;AKAP9;3.0424040620743252e-05
891;EPHA2;3.0158396457679374e-05
1405;GPS2;3.006296328880299e-05
875;Unknown;2.8940052444054095e-05
1415;CCND3;2.8577958899772222e-05
656;RTEL1;2.8230889963994307e-05
51;MARK1;2.813203943487198e-05
4;PHF1;2.812722197274766e-05
436;ZFHX4;2.6804980629231785e-05
347;PCDHAC2;2.653270955231618e-05
1512;PRSS8;2.6513389090018094e-05
819;SSX2;2.650746295063216e-05
91;IGF1;2.6422576339152752e-05
1228;FRS2;2.6244659534784396e-05
842;MAP3K5;2.6088024976862716e-05
1619;TAP2;2.547810799875856e-05
371;PRPF40B;2.5280823968211314e-05
887;TRAF2;2.5159093795309045e-05
1260;TSLP;2.5009233882387772e-05
1325;LEF1;2.478438282090643e-05
1104;ANKRD26;2.4592306904903744e-05
1431;IFNGR1;2.4441358323308747e-05
1274;C11orf30;2.4078578442087393e-05
336;CD79A;2.339219385212214e-05
684;ADAMTS20;2.281850663729222e-05
1493;DCLRE1C;2.2618714078420485e-05
1262;RP11-322N21.2;1.98342502866307e-05
1121;PRCC;1.9811559329715967e-05
984;XRCC1;1.9786452584848728e-05
881;PRKD1;1.8711264018697574e-05
974;PTPN14;1.8595101080642975e-05
1401;FGF3;1.844216780050432e-05
1176;EZH1;1.720463251436105e-05
1085;ERF;1.6973222805245335e-05
857;RPS6KA4;1.6384715174104136e-05
964;DKC1;1.6362944095860663e-05
1068;PLK2;1.594837322190298e-05
1192;KNSTRN;1.529877490782126e-05
1202;H3F3C;1.4913004708907061e-05
1546;PTPRC;0.0
1547;MGAT4B;0.0
1545;PLCG1;0.0
1551;BCL9;0.0
1548;HIST1H1D;0.0
1549;SRP19;0.0
1126;UMODL1;0.0
1127;MIR3135B;0.0
1541;NCOA1;0.0
1128;C19orf40;0.0
1550;KTN1;0.0
1123;RPL32P1;0.0
1323;TRAJ16;0.0
1122;TLX1;0.0
1552;HAS3;0.0
