feature;shap_value
KRAS_SNP;0.6054179854921136
TP53_SNP;0.22179683148869261
PRIMARY_RACE;0.13080307655120899
BRAF_SNP;0.1079162487704829
EGFR_SNP;0.08927227954634913
AGE_CONTACT;0.06891308300539685
APC_SNP;0.05710947930930883
IDH1_SNP;0.055413161260437445
APC_DEL;0.052631616058817415
NRAS_SNP;0.051930703505309206
FAT1_SNP;0.0373269627482304
HRAS_SNP;0.0333730656625223
RB1_SNP;0.032862498820620346
STK11_SNP;0.029549905998157797
SMAD4_SNP;0.02925681684943981
KEAP1_SNP;0.029248125554005897
KMT2B_SNP;0.025386695388996246
ERBB4_SNP;0.02287137039164559
EGFR_DEL;0.022038153034450426
SF3B1_SNP;0.02108059513187414
PIK3CA_SNP;0.020986021690618528
BRD4_SNP;0.020856951918414485
NOTCH1_DEL;0.020239795769099962
PTPRD_SNP;0.019484033689951073
CTNNB1_SNP;0.01871579813134585
DNMT3A_SNP;0.01861601887299891
KDM6A_SNP;0.01800972406933374
KMT2D_SNP;0.017850750535807824
NOTCH3_SNP;0.017124793113511977
FGFR3_SNP;0.016934108069857044
KDR_SNP;0.016683977469676453
NF2_SNP;0.015928605325161216
KMT2A_SNP;0.015495585394094685
ESR1_SNP;0.01470051841439083
POLE_SNP;0.014621479653214866
NSD1_SNP;0.014298838263368353
RUNX1_SNP;0.01190270785813402
BAP1_SNP;0.011381472085629606
IDH2_SNP;0.011008075867707223
FLT4_SNP;0.010111437197600253
TSC2_SNP;0.010083100502358376
ABL1_SNP;0.00996384712634654
NOTCH1_INS;0.00975419495986769
GATA3_INS;0.009746683635358338
TET2_SNP;0.009719924329727597
PIK3R1_DEL;0.009069787767711486
FGFR1_SNP;0.008780310021896297
PRKDC_SNP;0.008700082631156271
BCOR_INS;0.008363796518923104
FGFR4_SNP;0.008003577300564382
VHL_SNP;0.007830974220278007
AR_SNP;0.007615300435530149
PTPRS_SNP;0.007613822860745144
KIT_SNP;0.007526114744572165
FOXA1_DEL;0.007463685990417488
MTOR_SNP;0.007302131342063531
KMT2D_DEL;0.0069805104039673375
TSC1_SNP;0.006884156660442262
NCOR1_SNP;0.006862239246145979
ALK_SNP;0.0068253730204190744
BCOR_DEL;0.006759687671636075
ARID1A_SNP;0.0066072660263885195
MET_SNP;0.006598969034564261
BLM_SNP;0.006484483493410118
CARD11_SNP;0.006484318766518539
STAG2_SNP;0.006389755459958013
NOTCH4_SNP;0.006356157915890836
