feature;shap_value
TP53_SNP;0.5468611940552315
APC_SNP;0.5063863218992785
KRAS_SNP;0.38097912495973296
APC_DEL;0.23118617143058698
AGE_CONTACT;0.20800985843998343
BRAF_SNP;0.16037824980565119
TERT_SNP;0.14747147039155117
SMAD4_SNP;0.10190733829884081
PRIMARY_RACE;0.09547743265490635
TP53_DEL;0.08046021180798044
APC_INS;0.07865623733862331
FBXW7_SNP;0.068229767816978
PIK3CA_SNP;0.06316856407417047
EGFR_DEL;0.062481761210890344
EGFR_SNP;0.05226555335481305
CDKN2A_SNP;0.04738176107228291
KMT2D_SNP;0.04613484406525472
NRAS_SNP;0.04607374470564843
KEAP1_SNP;0.042926415050765276
RB1_DEL;0.03274928836166963
EIF1AX_DEL;0.032599517557381635
CDKN2A_DEL;0.0312991341586053
IDH1_SNP;0.03095848982649037
TCF7L2_SNP;0.03095347600049435
RNF43_DEL;0.030802624166287797
TP53_INS;0.02874785850400487
RB1_SNP;0.028062589621122413
SF3B1_SNP;0.027521749899280037
NF1_DEL;0.02573140277560861
FAT1_SNP;0.02555722347004895
STK11_SNP;0.023811230715446222
PTEN_SNP;0.02362570921632256
PTPRD_SNP;0.023108905899367187
ROS1_SNP;0.02274830114978175
ARID1A_DEL;0.022273365539164567
SPOP_SNP;0.02206366233898081
TET2_SNP;0.02171632211195256
ARID1A_SNP;0.02164248909276071
SOX9_SNP;0.020229895670970645
KMT2C_SNP;0.01985274395270255
KRAS_DNP;0.019359293804937946
NFE2L2_SNP;0.017925596618208733
DNMT3A_SNP;0.017894484177297054
SMARCA4_SNP;0.01776603991821361
RNF43_SNP;0.01765102924850196
NF1_SNP;0.017439592268640818
TCF7L2_DEL;0.01736608081011366
STK11_DEL;0.017352629216147122
NOTCH1_SNP;0.01680428455842142
SOX9_INS;0.01658235850809353
CTNNB1_SNP;0.015788425495376582
SOX9_DEL;0.015087225521018498
BCOR_SNP;0.014191394520844391
BRCA1_SNP;0.013859768025925326
EP300_SNP;0.013782476880522596
RB1_INS;0.013289636027035711
ATRX_DEL;0.012954865024313715
BAP1_SNP;0.012772813364738738
ARID1A_INS;0.012613522520288023
CREBBP_SNP;0.012348101047100307
U2AF1_SNP;0.012312942144161856
SMAD2_SNP;0.012271519632564894
GATA3_INS;0.01216379392354233
NF2_SNP;0.012107536875443593
SETD2_SNP;0.011346230779052549
FOXA1_DEL;0.011297301882369487
CDKN2A_INS;0.011185230728288515
PPP2R1A_SNP;0.011084900679433811
NOTCH2_SNP;0.010736592309294019
CDH1_DEL;0.010732164564894045
MGA_SNP;0.010659537780408658
KIT_SNP;0.010452062763634416
PTPRS_SNP;0.010337233082381865
ATRX_SNP;0.010251822480930078
FOXA1_SNP;0.010158461853944164
SRSF2_SNP;0.009723123349905707
NTRK1_SNP;0.009535377490432493
GATA3_SNP;0.00921176115430328
ERBB2_SNP;0.009146420575722961
MET_SNP;0.0088530601136612
CTNNB1_DEL;0.008813564213351856
FLT3_SNP;0.008316984128146817
ROBO1_SNP;0.008271571353904047
KDM6A_SNP;0.008234980524480162
BCL2_SNP;0.007849745730131544
MUC16_SNP;0.007821678848004878
PIK3R1_DEL;0.007810398522049364
ATR_SNP;0.007287291544727403
CARD11_SNP;0.007086146775852972
EPHA5_SNP;0.007018794713733824
IKZF1_SNP;0.0069425617411962405
FBXW7_DEL;0.00690521569599679
FLT1_SNP;0.0068961401106941034
NF2_DEL;0.006836999474821985
SETBP1_SNP;0.0068113985224305465
KMT2D_DEL;0.006741915958348421
KMT2A_SNP;0.0066554827278264275
JAK2_SNP;0.006629745877682266
BAP1_DEL;0.006628929304311909
KDM6A_DEL;0.006574383729770065
MT-ND5_SNP;0.006422678356768786
NF1_INS;0.006405675019121414
RNF43_INS;0.006259124358338722
EGFR_INS;0.006236513239989845
TCF7L2_INS;0.0062157615386512505
ARID2_SNP;0.006181129300603641
B2M_DEL;0.006164044413197188
TERT_ONP;0.006030603652906415
KEAP1_DEL;0.0057412825083258436
FGFR1_SNP;0.005710188764397526
GATA3_DEL;0.005578457981171533
PPARG_SNP;0.005519547520964707
PBRM1_SNP;0.005475530707551974
MEN1_SNP;0.005140986869453177
EZH2_SNP;0.005086981518052069
DDR2_SNP;0.005084273305300853
CDH1_SNP;0.005035597457546831
STAG2_SNP;0.004964990617463431
HGF_SNP;0.004952431344288496
SYNE1_SNP;0.004918460570449783
KDM5C_SNP;0.004814879763083594
ATM_DEL;0.004720582260375816
SPEN_SNP;0.0046461857466959956
BRCA2_DEL;0.004630104201783085
TBX3_SNP;0.004528903322690367
AXIN2_DEL;0.004512476476188986
PAK7_SNP;0.0043411854988205075
PMS2_SNP;0.0043145701497253625
IL7R_SNP;0.004244506518024867
FGFR2_SNP;0.0042013909854648045
ERBB2_INS;0.00419923235317287
KDR_INS;0.00419591192201566
FANCA_SNP;0.004191545543555388
MYC_SNP;0.004147147596268509
TET1_SNP;0.004072324066284337
TYK2_SNP;0.003995762015233003
SETD2_INS;0.003943139741337409
MSH6_SNP;0.003927449273770511
TGFBR2_DEL;0.00391175325518225
MDM2_SNP;0.0038905887114942077
SOS1_SNP;0.0038889756621846372
GNAS_SNP;0.0038862036903433155
JAK1_DEL;0.00388170559835121
XPO1_SNP;0.0038522714191567527
MAP3K1_DEL;0.003844623474404777
ATM_INS;0.0038043504412021718
SMAD3_SNP;0.00376391687462647
DICER1_SNP;0.003756338662574383
DOT1L_SNP;0.0037232344242884258
CUL3_SNP;0.003652677106478589
DIS3_SNP;0.0036519991365133106
RUNX1_DEL;0.0036421197656983954
